electorate_name,electorate_type,Total_valid_electorate_votes,National_votes,National_share,Labour_votes,Labour_share,Green_votes,Green_share,ACT_votes,ACT_share,NZ First_votes,NZ First_share,Te Pāti Māori_votes,Te Pāti Māori_share,TOP_votes,TOP_share,Others_votes,Others_share
Rotorua,general,30956.301191819086,17084.96124209564,0.5519292786234723,8770.347671538428,0.28332587911891016,56.47127406337659,0.0018243032053214517,1499.0706152714076,0.048427441629414335,73.55636173995838,0.002376236568408081,2135.0352062248157,0.06897226306278925,9.999834688277325e-10,3.2304442881942965e-14,1336.8588208844574,0.04318719335541668
Selwyn,general,35285.50455510155,23767.322540455974,0.6736005400133169,8436.45502141082,0.23910142375302507,9.999771097622532e-10,2.8340807846161668e-14,2018.1021573911326,0.0571959546855473,9.999856614976517e-10,2.8341050214799222e-14,1.0000102660213019e-09,2.8341747542838142e-14,9.999772450194453e-10,2.8340811679547504e-14,1063.6248358396203,0.030144677111761817
Southland,general,32464.599354823436,19826.668600935143,0.6107425787811516,5031.184450378408,0.15498108267179136,2860.926996836262,0.08812826637299931,2281.4557625592342,0.07027817954927763,9.999850456468012e-10,3.080363412601293e-14,1.000009650154182e-09,3.080439204559034e-14,9.999766291722252e-10,3.080337486413237e-14,2464.3635441113875,0.07591248818845228
Taieri,general,36349.0,13383.0,0.36818069272882337,14692.0,0.4041926875567416,3047.0,0.0838262400616248,1434.0,0.03945087897878896,2758.0,0.07587553990481169,0.0,0.0,0.0,0.0,1035.0,0.028473960769209605
Takanini,general,23160.24762881076,13663.889038923335,0.5899967599215955,7825.106641017475,0.3378823957871555,9.99984467676829e-10,4.31785997544766e-14,1236.741674793721,0.0534016032265583,9.999930194758127e-10,4.317896901491757e-14,1.0000176241800757e-09,4.3180031428096764e-14,9.999846029353463e-10,4.3178605594840696e-14,434.5102740722303,0.018761836628282555
Taranaki-King Country,general,35317.51996448878,22113.272983487415,0.6261542410976854,9166.374251429645,0.25955289917088176,116.81886392871594,0.0033078154981308954,155.7078562441917,0.004408987065475704,221.20062322768365,0.006263464864332443,1.0000099757536839e-09,2.8316047467316746e-14,9.999769547615394e-10,2.8315112452663242e-14,3544.145386169131,0.1003551878672017
Taupō,general,36357.0,21389.0,0.5871904683467852,7044.0,0.19337835611925547,2678.0,0.07351891506067094,2320.0,0.06369077032888595,1804.0,0.049525064514357876,0.0,0.0,0.0,0.0,1122.0,0.03080217427112502
Tauranga,general,33891.46251602896,16076.310068724817,0.4743671017623342,7827.089208694858,0.23095558665461421,1879.6506769338866,0.05546325245849548,3163.3158721276113,0.0933406344991573,3056.4452853603875,0.09018718135650905,367.988542984871,0.010858316234959491,9.999873949131014e-10,2.9506840829515136e-14,1520.662861201528,0.04487052259766507
Tukituki,general,33897.45980545317,18574.069735643137,0.5479720608925023,9939.985408385282,0.29324937221603925,1867.7252100303672,0.05510161462122798,1641.5168403507032,0.04842801705813546,9.99992956030015e-10,2.950178441196528e-14,1.0000175607332815e-09,2.95025102997297e-14,9.999845394896555e-10,2.9501536107257045e-14,1874.1626110406733,0.055291530775771085
Tāmaki,general,33299.30888195134,10907.832117584969,0.32758327752429434,6819.060883466271,0.20478957594537717,120.8749185204584,0.003630107390044853,15155.668623165246,0.4551540165937017,15.00446812716271,0.0004506131735086711,1.0000068040749315e-09,3.003213680721642e-14,9.999737831876678e-10,3.003114512616009e-14,280.8678710852343,0.008435004936777743
Upper Harbour,general,28433.51063221184,16887.46680666584,0.5939536048250998,6071.34721359879,0.21353697419191514,1825.0652526081117,0.06418985737989667,1682.6334614300076,0.059180350816216074,897.9491339301953,0.03158200878517169,1.0000184609446874e-09,3.517191634302991e-14,672.091480998423,0.02363830895902541,396.9572829794713,0.013961490606404576
Waikato,general,34666.0,22935.0,0.6615992615242601,7168.0,0.2067732071770611,0.0,0.0,0.0,0.0,3019.0,0.0870882132348699,0.0,0.0,1206.0,0.03478913056020308,338.0,0.009750187503605838
Waimakariri,general,39431.0,23217.0,0.588800689812584,11832.0,0.3000684740432655,0.0,0.0,1607.0,0.04075473612132586,0.0,0.0,0.0,0.0,0.0,0.0,2775.0,0.07037610002282468
Wairarapa,general,40424.57043734474,18780.763692191696,0.464607625169925,16041.439730909442,0.39684090273618483,1543.624907908857,0.03818694033804672,1845.0179971444813,0.04564294850296546,206.53161910017718,0.005109279188286025,356.00882541139947,0.008807118689358379,9.999917689999045e-10,2.4738280540619436e-14,1651.183664677683,0.04084778093897342
Waitaki,general,37340.0,19559.0,0.5238082485270488,9153.0,0.24512587038028924,2687.0,0.07196036422067488,2045.0,0.05476700589180503,1577.0,0.042233529726834494,0.0,0.0,0.0,0.0,2319.0,0.06210498125334762
Waitākere,general,31810.274925173107,11443.956428148136,0.35977192642454375,12770.17772502371,0.40146530352169796,4051.4499153502256,0.12736835813818057,1868.9754634547764,0.05875633196867547,464.8836789549867,0.014614884091098334,164.3646963204713,0.0051672517107765785,1.0000000345584701e-09,3.143772358070132e-14,1046.4670179198042,0.03289853970876042
Wellington Bays,general,36238.22255308071,7983.132954994556,0.22030531407409448,12370.974443668178,0.3413937141695485,13520.341084700001,0.3731120358192442,905.0932569594767,0.02497726836881155,759.0477907078634,0.020946946878107886,1.000049898724565e-09,2.7597724886999825e-14,84.61058818302035,0.002334943224513399,615.0224338666154,0.016972373029416885
Wellington North,general,39414.21491660771,11650.764844416566,0.2956106354005795,12515.782335821279,0.31755841081974495,12520.377502774725,0.31767500232605544,87.29851814324779,0.00221499367315973,284.97773415953344,0.007230636803238622,1.0000468061982665e-09,2.5373825303174224e-14,1899.5681625537563,0.04819705478720844,455.44581873759694,0.011555861753752552
West Coast-Tasman,general,35792.0,11633.0,0.32501676352257486,10732.0,0.29984354045596784,2090.0,0.05839293696915512,2110.0,0.058951721054984356,1548.0,0.043249888243182835,0.0,0.0,0.0,0.0,7679.0,0.214545149754135
Whanganui,general,35868.61653320701,17449.750774651096,0.48651148952085466,11795.292859179475,0.3288611724237562,1744.7284469355768,0.048644272717127506,1657.1410068773632,0.046202272457276115,2898.6667455598417,0.08081689499287902,1.000027168067147e-09,2.7881470250247613e-14,9.99994146507669e-10,2.7880549585632084e-14,323.0367000016533,0.0090064934518154
Whangaparāoa,general,36474.603420747844,24587.62531901574,0.674131322529776,5877.942873068686,0.16115852390640245,2471.1977629691505,0.06775407525405162,1884.2936698105696,0.051662629765286086,9.999851279306505e-10,2.741709652947413e-14,1.0000097324409672e-09,2.7417771123741156e-14,9.999767114567944e-10,2.7416865770766122e-14,1653.5437958807013,0.04533604410816626
Whangārei,general,37125.287640114955,18439.1836225046,0.4966956546890543,8236.993705953693,0.22187961599639247,2116.004270117275,0.05699873420578126,1022.0634820565817,0.027531288843736432,4781.011478067515,0.12878594165504983,653.0151228702811,0.017590245892450795,9.999901376390274e-10,2.6936699924774036e-14,1877.0159585440124,0.05056111428127238
Wigram,general,28647.184804759003,12827.718848307642,0.44780195120927585,11396.001717370998,0.3978222367803337,2023.8788642534394,0.07065144747411352,1214.1065014218725,0.042383159994523065,1.0000020836039867e-09,3.490900366204122e-14,1.000026688531474e-09,3.4909862593755307e-14,9.999936669883518e-10,3.4908709846987394e-14,1185.4788734020508,0.04138380010541381
Ōtāhuhu,general,19714.632393825133,4594.921626856214,0.23308156390339851,11529.96687092662,0.5848680191458784,2479.247296025584,0.12576206603468973,605.0806129122253,0.03069326247501232,1.000020261496305e-09,5.07269340835567e-14,1.0000448668710793e-09,5.0728182213492e-14,1.000011844726849e-09,5.0726507135297925e-14,505.4159871014907,0.025637684004633336
Hauraki-Waikato,maori,17376.0,0.0,0.0,7545.0,0.4342196132596685,0.0,0.0,0.0,0.0,0.0,0.0,8908.0,0.5126611418047882,0.0,0.0,923.0,0.05311924493554328
Ikaroa-Rāwhiti,maori,20393.674059685,0.0,0.0,11404.140458964654,0.5592237176771919,0.0,0.0,0.0,0.0,0.0,0.0,8314.683670214095,0.4077263280032508,0.0,0.0,674.8499305062494,0.03309254988307656
Te Tai Hauāuru,maori,19239.0,1071.0,0.05566817402151879,5521.0,0.28696917719216175,0.0,0.0,0.0,0.0,0.0,0.0,12099.0,0.6288788398565414,0.0,0.0,548.0,0.028483808929778056
Te Tai Tokerau,maori,20158.0,0.0,0.0,7886.0,0.3912094453814863,3190.0,0.15824982637166385,0.0,0.0,0.0,0.0,7372.0,0.36571088401627144,0.0,0.0,1710.0,0.08482984423057843
Te Tai Tonga,maori,19681.032872331736,0.0,0.0,7681.331657819772,0.39030770886366356,0.0,0.0,0.0,0.0,0.0,0.0,9274.114837892537,0.4712410133249937,0.0,0.0,2725.5863766194275,0.13849387337485325
Tāmaki Makaurau,maori,18075.0,964.0,0.05333333333333334,7487.0,0.4142185338865837,2054.0,0.11363762102351314,0.0,0.0,0.0,0.0,6994.0,0.3869432918395574,0.0,0.0,576.0,0.03186721991701245
Waiariki,maori,21150.0,0.0,0.0,4411.0,0.2085579196217494,0.0,0.0,0.0,0.0,0.0,0.0,15895.0,0.7515366430260048,0.0,0.0,844.0,0.03990543735224586
