electorate_name,electorate_type,Total_valid_party_votes,National_votes,National_share,Labour_votes,Labour_share,Green_votes,Green_share,ACT_votes,ACT_share,NZ First_votes,NZ First_share,Te Pāti Māori_votes,Te Pāti Māori_share,TOP_votes,TOP_share,Others_votes,Others_share
Waitaki,general,44393.0,19281.0,0.43432523145540963,9575.0,0.21568715788525217,4014.0,0.0904196607573266,5473.0,0.123285202622035,3103.0,0.0698984074065731,182.0,0.004099745455364585,873.0,0.01966526254139166,1892.0,0.042619331876647217
Waitākere,general,40989.36275353068,13909.447942850098,0.339354189521817,11803.372340770633,0.2879714472338507,7094.459290393101,0.17308627146661315,3187.332433542695,0.07776258404831062,2165.9310514986623,0.052843058873467956,594.5648773559021,0.014505829627621272,926.0704822627499,0.02259370028484103,1308.1843348568398,0.03191627996484781
Wellington Bays,general,48379.23556996395,10238.825933032294,0.21164384658198257,14916.280129355466,0.3083301663608061,15821.98330922847,0.32705169811684864,1886.6773704265015,0.03899896907593861,1573.7397569162551,0.03253032504422203,1149.535801702024,0.02376172624158158,2089.5878036936715,0.04319327268937666,702.6054656092716,0.014523356910613286
Wellington North,general,53396.768949851714,12613.206632902453,0.2362245444889133,13194.243498101103,0.2471064060810938,19073.552623150237,0.3572161632899674,2636.124346834786,0.049370258584583784,1202.0329972000354,0.02251209430625821,1129.2277251518774,0.021148571712320492,3030.2163375017494,0.05675095119443841,518.1647890094732,0.009704371363794127
West Coast-Tasman,general,41973.0,14042.0,0.33454840016200893,9970.0,0.23753365258618636,4521.0,0.10771210063612323,5488.0,0.13075072070140328,4154.0,0.09896838443761466,290.0,0.0069092035356062235,792.0,0.018869273104138374,2716.0,0.06470826483691897
Whanganui,general,41968.9191353386,15598.49084508544,0.3716800801176031,11515.891709132291,0.27440010675292265,3204.983902720893,0.07636820033229343,4097.7042276841485,0.0976398967547391,4760.456745316324,0.11343193146489704,660.9453566491197,0.015748973766273155,505.12059178961846,0.012035988858791945,1625.3257569607622,0.03872818297384917
Whangaparāoa,general,45106.2716067601,23970.631308508437,0.53144341439338,6934.79498292957,0.153748604966362,3375.552702233374,0.07483804787831976,5391.141006113002,0.11952486135598299,2870.9502818677806,0.0636507065964459,207.91087181150527,0.0046095099533649325,726.582454906465,0.016108773094213644,1628.707998389963,0.036109442783300194
Whangārei,general,43891.62017945527,16624.887905530846,0.37878397882777504,9819.915757025981,0.22373845666426423,4122.0216503667425,0.09391676926860405,4002.1011417838085,0.09118448213125847,5759.1389179470625,0.13121709850663918,600.9739009110533,0.01369268091624279,741.6348585654672,0.01689752160502353,2220.946047324308,0.05060237310156223
Wigram,general,37688.11402932289,14601.964627287141,0.3874550939954121,10551.670401922478,0.2799827661372054,4978.881208328778,0.13211187232710195,2703.8047914443578,0.07174397188010108,1859.445345503852,0.04933935874458951,295.1189947526244,0.007830820082800977,1624.2081022499715,0.04309746797697112,1073.0205578336877,0.028472009877187433
Ōtāhuhu,general,29370.38129093601,6852.5846594609075,0.233323946352682,17081.076156240724,0.5815942881088491,2218.1064731540705,0.07552440158943642,770.0989596517841,0.02622113221176675,900.2866440367135,0.03065389821127486,431.9337424474273,0.01470693035679257,264.32197219058526,0.008999910066646737,851.9726837537951,0.0290088541239211
Hauraki-Waikato,maori,25755.0,1292.0,0.050165016501650166,11508.0,0.44682585905649386,1893.0,0.07350029120559115,294.0,0.011415259172976122,974.0,0.037817899437002526,8503.0,0.33014948553678897,186.0,0.007221898660454281,1105.0,0.0429042904290429
Ikaroa-Rāwhiti,maori,27383.966556954154,1000.6038841144506,0.03654099062679066,15240.343402583587,0.5565611469874917,1867.1311568071424,0.06818564587150325,216.2856575377355,0.007898522392595128,955.1136615221125,0.03487973603469165,6938.3571147245775,0.2533814292744415,143.33472367535225,0.005234431804100006,1022.7969559891958,0.037351458029755494
Te Tai Hauāuru,maori,26723.0,1248.0,0.04670134341204206,11123.0,0.4162332073494742,2091.0,0.07824720278411855,284.0,0.010627549302099314,1140.0,0.04265988100138458,9529.0,0.3565842158440295,178.0,0.006660928787935486,1130.0,0.04228567151891629
Te Tai Tokerau,maori,28473.0,1545.0,0.05426193235696976,12653.0,0.4443859094580831,2731.0,0.09591542865170512,307.0,0.010782144487760334,1917.0,0.06732694131282267,7690.0,0.2700804270712605,211.0,0.007410529273346679,1419.0,0.04983668738805184
Te Tai Tonga,maori,27253.856155809386,2416.614997648668,0.08867352952099983,9931.116786333043,0.36440524385813944,4539.986066229046,0.16658697759485497,651.80454015162,0.023916846162625342,1529.1211541619948,0.056108469879024424,6231.140870861321,0.22864099349687095,543.6754918738549,0.019949236773514876,1410.396248549837,0.05175206373533958
Tāmaki Makaurau,maori,26665.0,1269.0,0.04759047440465029,11571.0,0.4339396212263266,3229.0,0.12109506844177761,254.0,0.009525595349709357,927.0,0.034764672792049506,8046.0,0.30174385899118694,248.0,0.009300581286330396,1121.0,0.042040127507969254
Waiariki,maori,29485.0,1003.0,0.0340172969306427,12892.0,0.437239274207224,1637.0,0.05551975580803799,221.0,0.007495336611836527,1109.0,0.03761234526030185,11300.0,0.38324571816177716,159.0,0.005392572494488723,1164.0,0.03947770052569103
