electorate_name,electorate_type,Total_valid_party_votes,ACT NEW ZEALAND_votes,ACT NEW ZEALAND_share,ANIMAL JUSTICE PARTY_votes,ANIMAL JUSTICE PARTY_share,AOTEAROA LEGALISE CANNABIS PARTY_votes,AOTEAROA LEGALISE CANNABIS PARTY_share,DEMOCRACYNZ_votes,DEMOCRACYNZ_share,FREEDOMS NZ_votes,FREEDOMS NZ_share,GREEN PARTY_votes,GREEN PARTY_share,LABOUR PARTY_votes,LABOUR PARTY_share,LEIGHTON BAKER_votes,LEIGHTON BAKER_share,NATIONAL PARTY_votes,NATIONAL PARTY_share,NEW CONSERVATIVES_votes,NEW CONSERVATIVES_share,NEW NATION PARTY_votes,NEW NATION PARTY_share,NEW ZEALAND FIRST PARTY_votes,NEW ZEALAND FIRST PARTY_share,NEWZEAL_votes,NEWZEAL_share,NZ LOYAL_votes,NZ LOYAL_share,TE PĀTI MĀORI_votes,TE PĀTI MĀORI_share,THE OPPORTUNITIES PARTY (TOP)_votes,THE OPPORTUNITIES PARTY (TOP)_share,WOMEN’S RIGHTS PARTY_votes,WOMEN’S RIGHTS PARTY_share
Selwyn,general,42802.02461549004,5321.7451258304945,0.12433395788255673,81.64531307169645,0.0019075105396334229,164.12685259011334,0.0038345581561746007,80.80680932837986,0.0018879202573781032,56.81686469009152,0.001327434045480398,3776.0790748482027,0.08822197334753275,7600.116566403702,0.1775644174470481,33.89446108253863,0.0007918892012008292,21245.093672463754,0.4963572135504815,119.41229113672237,0.002789874829741281,25.80222252703264,0.0006028271503235112,2356.887034510859,0.05506484928420658,203.50602413557596,0.004754588736485311,380.49562338963574,0.008889664141072768,203.22250245144835,0.00474796471141466,1119.7099216297158,0.02616020928188741,32.66425540007243,0.0007631474373819982
Southland,general,39404.05005436893,5364.279715305656,0.1361352375683243,64.78543172652019,0.0016441312920151745,215.17058956016012,0.005460621161105825,59.887102940332284,0.001519821004635342,90.69363429999868,0.0023016322985800037,3470.5809079918427,0.08807675615078156,6515.139396720882,0.1653418719073654,19.86309849100784,0.0005040877387883005,19054.90037193272,0.4835772045168237,31.837767376507642,0.0008079821067270629,34.98202422373818,0.0008877773775911531,2240.982071485833,0.05687187150543587,245.40220781192585,0.006227842251578829,970.4218750410114,0.024627465291056187,188.75304895748573,0.004790194122102881,808.4727955100706,0.020517505038049538,27.898014993233748,0.0007079986690388582
Taieri,general,42259.0,3345.0,0.0791547362691971,75.0,0.0017747698715066614,200.0,0.004732719657351097,66.0,0.001561797486925862,57.0,0.0013488251023450627,4581.0,0.10840294375162687,14507.0,0.3432878203459618,23.0,0.0005442627605953762,14206.0,0.3361650772616484,32.0,0.0007572351451761755,11.0,0.0002602995811543103,3259.0,0.07711966681653612,207.0,0.004898364845358385,477.0,0.011287536382782366,245.0,0.0057975815802550935,929.0,0.021983482808395845,39.0,0.0009228803331834638
Takanini,general,33096.88755055626,1821.4034173831594,0.0550324683733757,74.03338117112372,0.0022368683779716756,89.25764629260476,0.0026968592184464972,25.231793534793542,0.0007623615210418621,164.61156777036862,0.004973626825752743,1919.3224091524794,0.05799102426838989,9144.179722654308,0.27628518568963206,14.192656366679575,0.0004288214819293797,17701.0250178018,0.5348244601781081,59.50473946127312,0.0017978953268756239,9.922842364173707,0.00029981194905461537,1072.1324331590179,0.032393753990350625,249.6111620017141,0.007541831890398373,102.03542734496284,0.0030829312027936574,354.1809293139174,0.01070133645566816,276.2712819086703,0.008347349323608134,19.97112287521806,0.0006034139266029686
Taranaki-King Country,general,43342.82837580291,5728.168500108829,0.13215954552949077,68.10400155885456,0.0015712865106162553,175.24338491412323,0.00404319218382981,83.2221706240679,0.0019200909064469019,145.0930706516753,0.0033475681234655355,2957.1159617073554,0.06822618810354866,7681.927310436914,0.1772364102275688,46.156548975792845,0.001064917789295928,20264.846291239868,0.46754785164304524,107.47877301101165,0.002479736026433708,33.32263815173085,0.0007688154972907571,3703.6473364581498,0.08545006118072795,251.03927844213382,0.0057919450079608106,854.4295404382914,0.019713285275939574,537.8009936915903,0.012408073350188415,670.6838347797299,0.015473928673149395,34.54874061279163,0.0007971039710015609
Taupō,general,43927.0,4975.0,0.1132560839574749,50.0,0.0011382521000751246,178.0,0.004052177476267444,75.0,0.0017073781501126869,134.0,0.003050515628201334,2774.0,0.06315022651216791,9687.0,0.22052496186855464,36.0,0.0008195415120540897,20003.0,0.45536913515605437,66.0,0.0015024927720991646,20.0,0.00045530084003004987,3517.0,0.08006465271928427,210.0,0.004780658820315523,964.0,0.0219455004894484,568.0,0.012930543856853416,644.0,0.014660687048967605,26.0,0.0005918910920390648
Tauranga,general,42119.93007116944,4517.707460883513,0.10725818996494077,84.96457274201033,0.0020172059307422144,127.94904774812719,0.0030377317230093574,70.83461079118047,0.0016817361916672759,184.80257528477236,0.004387532813385828,3672.259881509747,0.08718580195420036,7621.1269717931245,0.1809387375267674,28.71205746173782,0.0006816739109780922,19427.562052983376,0.46124392942146164,103.08057402368772,0.0024473111386821857,37.0067923376466,0.0008786052653723963,3872.469031061384,0.09193911349135978,485.90741496275746,0.011536282566037663,498.2468074636013,0.01182924108899803,443.46255927885903,0.01052856826992701,908.0197654006082,0.021557959945952908,35.817895443301495,0.0008503787965170055
Tukituki,general,40331.372285740545,4945.624784372076,0.12262475844692837,67.32590698436539,0.0016693185272093744,224.0887920020385,0.005556190610485792,65.51290422314676,0.0016243658598819692,121.30487780133316,0.003007705191430379,3221.7802875433717,0.07988273408396906,10354.4620928267,0.2567346833494083,34.70821917907205,0.0008605762018998645,16708.59660278127,0.414282868542232,63.50636014709983,0.0015746144142373497,13.778792378352275,0.00034163956239157946,2472.78599079772,0.06131172461176065,422.1875771992358,0.010467969555018176,597.3293597320193,0.014810538939762521,403.6565353596452,0.010008499896800213,576.2103924129708,0.014286902720061778,38.51281000012682,0.0009549094865225627
Tāmaki,general,43748.342928871,5349.180776282006,0.12227162032123283,53.20507698658064,0.001216162108655979,99.97575160595687,0.0022852465925053246,34.73541597399103,0.0007939824379283623,50.87854209706687,0.0011629821540849814,4830.923424475195,0.11042528930363454,7523.653849880484,0.17197574459249682,6.202071844458574,0.00014176701171384525,22845.179421178625,0.5221953082502314,30.60454076301626,0.0006995588567268749,6.110136974974012,0.00013966556367422383,1272.8677578378663,0.029095222187212444,96.72071369201964,0.0022108429077936664,178.3427046385146,0.004076559080842814,309.26460970765595,0.007069173116121887,1030.460175336359,0.023554267575614247,30.037959596232508,0.0006866079395297381
Upper Harbour,general,37644.33129817807,3566.8130885235823,0.09475033731562688,44.07419309462375,0.0011708055788138513,112.87938483255088,0.0029985759061156195,34.34668271285293,0.0009123998628318114,67.0666011864708,0.001781585669705248,3532.4923568443273,0.0938386268270701,6815.747104763333,0.18105639998692724,15.217927296131126,0.000404255482069558,20384.902462686572,0.5415132042383543,68.77390784195818,0.0018269392886064292,5.698505764905571,0.00015137752666578435,1475.137931347338,0.03918619033667713,172.32134913240452,0.004577617484222508,258.20307310833437,0.0068590160644142195,226.98567896948384,0.006029743951925894,840.3474817441552,0.022323347307933897,23.323568329048044,0.0006195771720396285
Waikato,general,43146.0,5294.0,0.12269967088490243,77.0,0.0017846382051638623,190.0,0.004403652714040699,86.0,0.001993232281092106,142.0,0.003291150975756733,2376.0,0.05506883604505632,7612.0,0.17642423399619894,28.0,0.0006489593473323136,21749.0,0.5040791730403745,102.0,0.002364066193853428,19.0,0.0004403652714040699,3319.0,0.07692485977842674,238.0,0.005516154452324665,721.0,0.016710703193807075,415.0,0.00961850461224679,742.0,0.017197422704306308,36.0,0.0008343763037129745
Waimakariri,general,46721.0,4941.0,0.10575544187838445,102.0,0.002183172449219837,179.0,0.003831253611866184,461.0,0.009867083324415145,82.0,0.0017550994199610453,3996.0,0.08552899124590656,11317.0,0.2422251236060872,302.0,0.006463902741807752,19969.0,0.4274095160634404,108.0,0.0023115943579974743,20.0,0.0004280730292587916,3285.0,0.07031099505575651,199.0,0.004259326641124976,440.0,0.009417606643693415,238.0,0.00509406904817962,1034.0,0.022131375612679523,48.0,0.0010273752702210997
Wairarapa,general,46887.31315539287,5063.468593236056,0.1079922958360788,84.88287213782489,0.0018103590593154272,219.34674397556574,0.004678168340519145,78.25813806818799,0.00166906851345537,100.54815403178029,0.002144463976823451,3874.3044562738455,0.08263012306620586,12757.476283065467,0.27208802178075187,36.57762983874714,0.0007801178480311378,18133.638299106755,0.3867493588086112,65.52427232060586,0.001397484050823019,35.27874466772434,0.0007524155745671398,3918.4699644442126,0.08357207314178376,169.35372607911324,0.00361193070538815,1061.0904422229974,0.022630651466556753,477.389662035366,0.010181638270745265,761.1698147112838,0.016234025016290274,50.535359177338954,0.0010778045440534374
Waitaki,general,44393.0,5473.0,0.123285202622035,64.0,0.001441668731556777,158.0,0.0035591196810307933,281.0,0.006329826774491474,61.0,0.001374090509765053,4014.0,0.0904196607573266,9575.0,0.21568715788525217,33.0,0.0007433604397089631,19281.0,0.43432523145540963,72.0,0.001621877323001374,10.0,0.0002252607393057464,3103.0,0.0698984074065731,281.0,0.006329826774491474,902.0,0.020318518685378324,182.0,0.004099745455364585,873.0,0.01966526254139166,30.0,0.0006757822179172393
Waitākere,general,40987.99535214184,3187.0430010696005,0.07775552265214797,79.19931983028832,0.0019322564850966719,175.27989858859655,0.004276371583501637,100.86882424024307,0.0024609357782356665,105.43622855942338,0.0025723685106720834,7094.424150818739,0.1730854141528055,11803.335530779737,0.28797054916624387,9.883567045605247,0.00024113321377862353,13908.74269962274,0.33933698342961127,64.76302878920256,0.0015800487004256076,10.721094619877446,0.00026156669843862494,2165.7563882414274,0.052838797546322425,241.23924174399303,0.005885607228931897,474.52646276598693,0.011577205927959352,594.5511392915153,0.014505494454742753,926.0686237748962,0.022593654942592946,46.156152359967486,0.0011260895284930196
Wellington Bays,general,48377.62164309451,1886.4824057879373,0.038994939017578105,95.4125508664808,0.0019722455884744823,177.6941578698358,0.0036730651866429672,24.529298441640194,0.0005070381223493143,68.11297283504243,0.0014079438079355223,15821.706667857641,0.32704597974208294,14916.046687447244,0.3083253409497939,7.297571882507857,0.00015084602414615645,10238.178497193803,0.21163046362067728,37.752946206322946,0.0007803803685275184,17.582776956091784,0.0003634485606962775,1573.593128811244,0.032527294136541346,75.2653523943381,0.0015557886030364944,142.50128903880892,0.0029456034463643324,1149.4948352658396,0.02376087943607951,2089.5574244103477,0.04319264472788761,56.41307982938586,0.0011660986611862168
Wellington North,general,53394.98763852808,2635.8547054608634,0.04936520864664302,64.01129316909612,0.0011988258823550633,138.64718712656992,0.0025966330035541883,18.64048438266844,0.0003491055098441127,33.31903805808466,0.0006240105959691753,19073.239168091954,0.3572102927940249,13194.050868283377,0.24710279844250738,11.807961599869548,0.00022114363392696637,12612.422307776957,0.23620985537369513,35.32443457632974,0.0006615683632229326,10.2235023429736,0.00019146932689982784,1201.9222644353486,0.0225100204643194,64.42880944466712,0.0012066452731637567,87.51311880208621,0.0016389762910805432,1129.188668793245,0.021147840251178544,3030.1754665428743,0.05675018574882858,54.21835964111573,0.0010154203987865246
West Coast-Tasman,general,41973.0,5488.0,0.13075072070140328,99.0,0.0023586591380172967,281.0,0.0066947799776046505,136.0,0.0032401782098015392,289.0,0.00688537869582827,4521.0,0.10771210063612323,9970.0,0.23753365258618636,40.0,0.0009529935911180997,14042.0,0.33454840016200893,63.0,0.0015009649060110071,19.0,0.00045267195578109736,4154.0,0.09896838443761466,254.0,0.0060515093035999334,1489.0,0.03547518642937126,290.0,0.0069092035356062235,792.0,0.018869273104138374,46.0,0.0010959426297858148
Whanganui,general,41967.519056038545,4097.366905197193,0.09763185905094951,104.37743975838215,0.002487100550761856,234.70915536952498,0.0055926383224160015,92.07921974939029,0.0021940591633839114,95.16596031432317,0.0022676098672225445,3204.995231931015,0.0763684702841604,11515.953542448773,0.2744015801141761,20.770655820040545,0.0004949221752256984,15597.832356750612,0.37166438968963306,109.04832065769841,0.002598398073331139,22.345002974211802,0.0005324356425352398,4760.113259988104,0.11342374691322597,322.8622780057409,0.007693146635011428,591.0585507551626,0.014083714359334221,660.9356947773798,0.015748743543663925,505.1238655494699,0.01203606686578223,32.78161599152057,0.00078111874918667
Whangaparāoa,general,45104.766865668826,5390.727730270022,0.1195156987802355,86.71884694530466,0.0019226093597506232,124.29289015422123,0.002755648655149704,151.72335157875258,0.0033637985987293893,89.34197088349038,0.001980765606206744,3375.5837468732007,0.0748387361567875,6934.871483650666,0.15375030103368287,28.46700600352446,0.0006311307646995493,23969.75510760071,0.5314239884885675,63.46459655692636,0.0014070485442467056,14.757144186981451,0.0003271748245796554,2870.7593859093126,0.06364647431742676,437.0930295583744,0.009690617199289077,599.6323732282303,0.013294212893596315,207.90900969288288,0.004609468669067245,726.5912779384232,0.016108968706175997,33.077914637800234,0.0007333574018088375
Whangārei,general,43890.15595902441,4001.7801283078556,0.09117716811131622,77.41679822043507,0.0017638761250406798,254.45931351413137,0.005797639765775567,355.00722595822117,0.008088538721294447,114.82650214407963,0.002616224518574985,4122.044913791455,0.09391729930601686,9819.989192444473,0.223740129828027,34.262349394855136,0.0007806385884534624,16624.221145259064,0.3787687872601624,56.502233791260856,0.0012873555027694823,35.18483611770836,0.0008016566664870527,5758.735517910232,0.13120790737874238,338.1605019780779,0.0077047003955461576,919.5888227489945,0.020952051836122827,600.966383040219,0.013692509627928359,741.6412291871852,0.016897666754239312,35.36886521615981,0.0008058496135028542
Wigram,general,37686.85675728926,2703.5603820829097,0.0717374866122258,83.72437398532753,0.0022215801791199757,195.20357666108413,0.0051796194603926085,64.570415040384,0.0017133404214692176,56.54996946964044,0.0015005223129600147,4978.858601464469,0.13211127246640106,10551.641848584457,0.2799820084900977,65.34470084183206,0.0017338856690189033,14601.230295518622,0.3874356089061342,105.37213722849177,0.002795991661154152,30.024003227949205,0.000796670399479311,1859.296164673046,0.04933540031335799,177.7359275813995,0.004716125006817461,258.45215420141363,0.006857885651379635,295.11229745841393,0.007830642373785507,1624.2055127704525,0.04309739926655742,35.97439649936514,0.0009545608096490324
Ōtāhuhu,general,29369.401497705036,770.0194992737092,0.026218426661976057,52.771287584186695,0.001796811814102181,131.22683635406122,0.004468148129076293,18.83733821335797,0.000641393329545035,234.52462009032698,0.00798533875838951,2218.068035406369,0.07552309282093105,17080.81149175859,0.5815852765366468,8.869915995998277,0.0003020121467811111,6852.15241298818,0.23330922877415858,41.78638049285847,0.0014227862456142905,15.913613408094903,0.0005418432993719131,900.2029027631763,0.0306510469010926,184.90689633355225,0.006295902773095364,129.49379022018604,0.004409139567597415,431.9184166449124,0.014706408527891283,264.3181704818347,0.00899978062210389,33.57988969563826,0.0011433630916265773
Hauraki-Waikato,maori,25755.0,294.0,0.011415259172976122,14.0,0.0005435837701417201,254.0,0.009862162686856921,23.0,0.0008930304795185401,323.0,0.012541254125412541,1893.0,0.07350029120559115,11508.0,0.44682585905649386,11.0,0.00042710153368278003,1292.0,0.050165016501650166,15.0,0.0005824111822947001,8.0,0.00031061929722384004,974.0,0.037817899437002526,128.0,0.004969908755581441,310.0,0.012036497767423802,8503.0,0.33014948553678897,186.0,0.007221898660454281,19.0,0.0007377208309066201
Ikaroa-Rāwhiti,maori,27383.05303033685,216.26224315267717,0.007897667324132442,26.823365903349362,0.0009795608208344254,288.79569840239276,0.010546512037297113,26.84328640035513,0.0009802882962179663,174.11132043635027,0.00635836041523411,1867.0893251450464,0.06818411822365296,15240.029912156466,0.5565496986502017,9.318121029418426,0.0003402878787509619,1000.5356901534772,0.03653850025579741,18.53072118768778,0.0006767222474118631,9.27824686502295,0.00033883171663670456,955.0199734560961,0.034876314646071736,185.34271319514457,0.0067685189445387635,265.11120436476045,0.009681579481698108,6938.075716420938,0.25337115290740064,143.3319346613976,0.005234329952273931,18.553557406270773,0.0006775562018492186
Te Tai Hauāuru,maori,26723.0,284.0,0.010627549302099314,32.0,0.0011974703438985144,299.0,0.011188863525801744,31.0,0.001160049395651686,219.0,0.008195187666055459,2091.0,0.07824720278411855,11123.0,0.4162332073494742,18.0,0.0006735770684429144,1248.0,0.04670134341204206,17.0,0.0006361561201960857,6.0,0.00022452568948097144,1140.0,0.04265988100138458,137.0,0.005126669909815515,351.0,0.01313475283463683,9529.0,0.3565842158440295,178.0,0.006660928787935486,20.0,0.0007484189649365714
Te Tai Tokerau,maori,28473.0,307.0,0.010782144487760334,28.0,0.0009833877708706495,468.0,0.01643662417026657,72.0,0.002528711410810241,245.0,0.008604642995118181,2731.0,0.09591542865170512,12653.0,0.4443859094580831,12.0,0.00042145190180170686,1545.0,0.05426193235696976,10.0,0.0003512099181680891,6.0,0.00021072595090085343,1917.0,0.06732694131282267,161.0,0.005654479682506234,401.0,0.014083517718540372,7690.0,0.2700804270712605,211.0,0.007410529273346679,16.0,0.0005619358690689425
Te Tai Tonga,maori,27252.94696966315,651.7377568473228,0.023914395664175702,49.176634096650645,0.0018044519791342946,470.20430159760724,0.017253337854472,67.15671359964486,0.002464200061534664,150.88867956364973,0.0055366004906409845,4539.910674854953,0.16658421123809447,9930.970087843536,0.3643998610094637,49.68187897058157,0.0018229910705027746,2416.4643098465226,0.08866800029136043,10.469278812312218,0.0003841521734866393,11.72175313497705,0.000430109563858368,1528.980026543904,0.05610329144389049,116.65728680485543,0.0042805384289160905,462.8887956352395,0.016984907949606626,6230.924283579062,0.2286330461991897,543.6680653386024,0.01994896426958124,21.446442593729227,0.0007869403120918453
Tāmaki Makaurau,maori,26665.0,254.0,0.009525595349709357,27.0,0.0010125632852053252,246.0,0.009225576598537408,28.0,0.0010500656291018188,478.0,0.01792612038252391,3229.0,0.12109506844177761,11571.0,0.4339396212263266,7.0,0.0002625164072754547,1269.0,0.04759047440465029,13.0,0.0004875304706544159,2.0,7.500468779298706e-05,927.0,0.034764672792049506,121.0,0.004537783611475717,174.0,0.006525407837989874,8046.0,0.30174385899118694,248.0,0.009300581286330396,25.0,0.0009375585974123383
Waiariki,maori,29485.0,221.0,0.007495336611836527,24.0,0.000813973206715279,245.0,0.008309309818551805,31.0,0.001051382058673902,417.0,0.014142784466677973,1637.0,0.05551975580803799,12892.0,0.437239274207224,15.0,0.0005087332541970493,1003.0,0.0340172969306427,7.0,0.00023740885195862302,4.0,0.00013566220111921315,1109.0,0.03761234526030185,150.0,0.005087332541970494,241.0,0.008173647617432592,11300.0,0.38324571816177716,159.0,0.005392572494488723,30.0,0.0010174665083940986
