electorate_name,electorate_type,Total_valid_party_votes,ACT NEW ZEALAND_votes,ACT NEW ZEALAND_share,ANIMAL JUSTICE PARTY_votes,ANIMAL JUSTICE PARTY_share,AOTEAROA LEGALISE CANNABIS PARTY_votes,AOTEAROA LEGALISE CANNABIS PARTY_share,DEMOCRACYNZ_votes,DEMOCRACYNZ_share,FREEDOMS NZ_votes,FREEDOMS NZ_share,GREEN PARTY_votes,GREEN PARTY_share,LABOUR PARTY_votes,LABOUR PARTY_share,LEIGHTON BAKER_votes,LEIGHTON BAKER_share,NATIONAL PARTY_votes,NATIONAL PARTY_share,NEW CONSERVATIVES_votes,NEW CONSERVATIVES_share,NEW NATION PARTY_votes,NEW NATION PARTY_share,NEW ZEALAND FIRST PARTY_votes,NEW ZEALAND FIRST PARTY_share,NEWZEAL_votes,NEWZEAL_share,NZ LOYAL_votes,NZ LOYAL_share,TE PĀTI MĀORI_votes,TE PĀTI MĀORI_share,THE OPPORTUNITIES PARTY (TOP)_votes,THE OPPORTUNITIES PARTY (TOP)_share,WOMEN’S RIGHTS PARTY_votes,WOMEN’S RIGHTS PARTY_share
Napier,general,41652.627714259455,4674.375215627924,0.11222281695393944,69.67409301563461,0.0016727418374083089,202.91120799796153,0.004871510373605947,210.48709577685324,0.005053392962883698,80.69512219866684,0.0019373356886927325,3538.2197124566283,0.08494589433178416,10973.5379071733,0.2634536764991803,26.291780820927947,0.0006312154181794192,17126.40339721873,0.4111722197866436,44.49363985290018,0.0010682072727351156,18.221207621647725,0.00043745637722178654,2871.21400920228,0.06893236193641973,224.81242280076418,0.005397316691350097,536.6706402679807,0.01288443658223886,386.3434646403548,0.009275368346283062,631.7896075870292,0.01516806123064214,36.48718999987318,0.0008759877107917029
Nelson,general,42706.0,4428.0,0.10368566477778299,75.0,0.0017561935091087904,187.0,0.004378775816044584,100.0,0.0023415913454783873,263.0,0.006158385238608158,6154.0,0.14410153140073995,12520.0,0.2931672364538941,31.0,0.0007258933170983,13856.0,0.3244508968294853,82.0,0.0019201049032922775,15.0,0.00035123870182175807,2612.0,0.06116236594389547,290.0,0.006790614901887323,642.0,0.015033016437971246,343.0,0.008031658314990867,1058.0,0.024774036435161337,50.0,0.0011707956727391936
New Plymouth,general,43230.00706990155,4393.78308496596,0.10163734365949449,88.12435377103016,0.0020384996381919594,202.3167137331386,0.004680006491925826,54.06921261616337,0.0012507333743604337,149.23875937395252,0.0034522029832805296,3679.7921954321673,0.08512124898527221,10454.73652285956,0.2418398059929665,24.022209088918046,0.0005556836724563773,18232.49371530295,0.42175551083814505,54.057420694096,0.0012504606026708918,117.13009850748485,0.0027094628580117785,3137.8071421422283,0.07258400714736164,180.24264273635873,0.004169387306481632,943.517377983494,0.021825519863039957,618.1579379832274,0.014299279132286184,849.4428054596326,0.01964937928615442,51.07487725118935,0.0011814681679002017
North Shore,general,44089.75767364607,4811.661345093349,0.10913331347179168,50.32217782623234,0.0011413575506293064,115.08670710339261,0.002610282142062754,36.22015499839408,0.0008215095049171496,56.543728930817586,0.0012824685803300678,5082.640159299157,0.11527938522413839,7691.06190669949,0.17444101107629123,8.049177957066455,0.00018256344288954257,22690.382209613206,0.5146406650172181,63.546706375200635,0.0014413031444984476,25.174972816048992,0.0005709936761820063,1709.2931372323167,0.038768485639784286,159.14834606240856,0.0036096443813647197,226.82116756056473,0.00514453196226441,215.47872402747774,0.004887273947442823,1103.7032071150145,0.02503309760250134,44.6238449359312,0.0010121136356937696
Northcote,general,41248.785071980725,3568.5811998517784,0.08651360745836431,84.42921088313474,0.0020468290335291695,131.90331074639084,0.003197750200792932,41.61561827916181,0.0010088931881639895,106.61698449988549,0.0025847302972399,5826.832804150972,0.14126071335150656,9616.557627287337,0.2331355362468512,8.227394292861671,0.00019945785744972973,18042.864128510395,0.437415649867624,66.41575145448712,0.0016101262458661284,14.202687483419096,0.0003443177164766152,1738.8354609432972,0.04215482850971155,150.38496948000508,0.0036458036089445423,231.07498358379672,0.005601982777930597,309.8211426919917,0.007511036801480137,1267.8638556385708,0.03073699876071742,42.557942203243115,0.0010317380773513173
Northland,general,45784.84404097559,4681.219871692145,0.10224387501468044,113.58320177956493,0.002480803509517528,301.5406864858686,0.0065860372095185435,780.9927740417788,0.017057888705328376,203.1734978559204,0.004437571037133779,3657.955086208545,0.07989445334650092,10089.010807555527,0.22035699845403575,54.737650605144864,0.0011955408334722484,16234.778854740936,0.3545884930876135,62.497766208739144,0.0013650317592609064,63.81516388229164,0.0013938054222742277,6437.264482089768,0.14059815244382343,277.83949802192205,0.0060683727080792695,1514.4111772510055,0.03307669183923982,706.033616959781,0.015420684109525618,565.3587708128148,0.012348164172118647,40.63113478384019,0.0008874363478769733
Pakuranga,general,38783.43292582886,3838.6814361828724,0.09897735054872876,105.90379068701742,0.002730645089864852,120.10467446694214,0.003096803593860182,32.999101348423864,0.0008508556066074087,94.69069928933146,0.0024415244382935907,2827.095875032968,0.07289442067801553,6428.134643648905,0.1657443438785409,17.328247069331862,0.00044679508135525705,22598.909807936576,0.5826949319096049,58.762347198699025,0.0015151404289320833,6.421310988887969,0.0001655684013627253,1469.413878207818,0.037887669227682594,141.5362112577117,0.003649398740137103,251.38286112339264,0.006481707320859096,196.9146395441735,0.00507728750883816,565.9841891541116,0.014593452576426759,29.16921269170107,0.0007521049708901621
Palmerston North,general,41687.146076787794,3771.6093714379294,0.09047415633803807,106.08754216744515,0.002544850203274451,219.88033333536134,0.005274535535014592,55.9752279117368,0.0013427455026216075,83.86621049450274,0.002011800240295199,5105.9236006288465,0.12248196581324436,12435.370593612071,0.29830227693462386,25.58179516064974,0.0006136614656596551,14694.06388223414,0.3524842850879657,71.22938035766269,0.0017086653096006633,19.62821314703938,0.0004708456921201604,2599.99749807919,0.06236928508586292,319.62523501649343,0.007667237148538382,488.53304393337896,0.01171903308116848,707.3827050372458,0.01696884463460861,947.9854642328448,0.0227404740657145,34.40598000125498,0.0008253378616487468
Papakura,general,36176.6420678127,3386.4137905475836,0.09360774237143928,50.13977857388396,0.0013859710494936903,151.21231338438196,0.004179832752330528,58.30070539200104,0.0016115565751712675,190.45844882334924,0.005264680134389949,2265.445926717077,0.06262178569449658,8379.531895042075,0.2316282389983774,10.620699161305634,0.00029357891043058266,18081.39739060946,0.49980861564531304,47.627142235941434,0.0013165163905114493,18.136139715381706,0.0005013218109460165,1993.260677542752,0.05509800146200434,246.3253065267667,0.006808959937880158,365.3028282336546,0.010097753891831603,458.54968067567876,0.012675296944811312,443.45228481318316,0.012257972533269863,30.467059818225636,0.000842174897302947
Port Waikato,general,42399.0,5107.0,0.12045095403193472,94.0,0.0022170334205995424,177.0,0.004174626760065096,232.0,0.0054718271657350406,150.0,0.0035378192881907592,2486.0,0.058633458336281516,7918.0,0.18674968749262955,25.0,0.0005896365480317932,21277.0,0.5018278732988986,66.0,0.0015566404868039342,22.0,0.000518880162267978,3146.0,0.07419986320432086,229.0,0.005401070779971226,552.0,0.013019174980541994,381.0,0.008986060992004528,508.0,0.011981414656006039,29.0,0.0006839783957168801
Rangitata,general,40461.0,4082.0,0.10088727416524554,62.0,0.0015323397839895208,211.0,0.005214898297125627,123.0,0.003039964410172759,68.0,0.0016806307308272163,2351.0,0.058105336002570375,10660.0,0.26346358221497246,75.0,0.0018536368354711945,18167.0,0.44900027186673586,148.0,0.0036578433553298238,55.0,0.0013593336793455426,3010.0,0.0743926249969106,148.0,0.0036578433553298238,586.0,0.0144830824744816,156.0,0.0038555646177800846,522.0,0.012901312374879514,37.0,0.0009144608388324559
Rangitīkei,general,45302.584559038936,5296.817373304844,0.11692086499837467,102.76976676217348,0.002268518844178582,221.47065153624584,0.004888697933947285,131.27241092989144,0.0028976803908133644,145.38399586498423,0.003209176634845587,3081.6248627421583,0.06802315790010045,11903.225919591418,0.2627493781084162,31.0465199235178,0.0006853145405657277,18033.093394074254,0.3980588209172323,71.36043320229838,0.0015751956294966021,19.36672451082509,0.0004274971218382941,4134.76650100842,0.09126999135380316,258.383240773828,0.0057034988906008105,710.9000753648652,0.01569226308574979,588.6939260508151,0.012994709502360098,535.9953926533976,0.011831452838079938,36.41337074499721,0.0008037813095970897
Remutaka,general,42907.693162761054,2544.76194711666,0.05930782476381696,99.17943438357861,0.002311460418236955,181.94738676329342,0.0042404373983265745,55.44342836747049,0.001292155888156416,148.81974480183086,0.0034683697451950014,5244.175354132043,0.12221993231468768,16430.713889809016,0.382931653479544,13.12179003302204,0.0003058143905161102,13063.19769210499,0.3044488465635422,72.66087645185053,0.001693423045984486,12.15403294229028,0.00028325999480295025,2503.2828743890823,0.05834111996870631,520.7604880137621,0.012136762655553862,271.25335137245975,0.006321788271010488,521.1243607770616,0.012145243017383598,1189.459768863323,0.02772136372727764,35.636742439321765,0.0008305443572587668
Rotorua,general,37808.98669194033,3685.016272642437,0.09746403157183699,54.67262368383083,0.0014460219240809563,180.4423002016179,0.0047724712029926595,108.1631704014788,0.002860779403657907,235.77432480215458,0.0062359334494519565,2956.3755508905756,0.07819240369964162,9088.374022288655,0.24037602743334052,29.364257673574677,0.0007766475709287973,15772.691215387771,0.41716778457725784,50.51719523081091,0.00133611608378755,35.34919293560194,0.0009349415583025202,2927.570021338651,0.0774305337826659,497.7942435666323,0.01316602974902647,637.3568243274397,0.016857283944700475,862.0496171559419,0.02280012485337787,654.2859427149099,0.01730503776908633,33.18991669824274,0.0008778314258635705
